,Unnamed: 0,TimeStamp,POS_X,POS_Y,POS_Z,Q_W,Q_X,Q_Y,Q_Z,IMU_LAX,IMU_LAY,IMU_LAZ,IMU_AVX,IMU_AVY,IMU_AVZ,ImageFile,DepthFile,SegFile
21,21,1542099275673,-1.537086,-2.286667,-0.038781,0.621625,0.0,-0.0,-0.783315,0.002964,-0.005659,-9.81052,0.000252,0.000224,-1.128284,img_0_0_1542099275906778200.png,img_0_3_1542099275911836600.png,img_0_5_1542099275913678000.png
22,22,1542099302673,-1.0248700000000002,-0.256047,-0.038781,0.983052,0.0,-0.0,-0.183327,-0.000228,-0.000955,-9.808238,7.3e-05,0.00016299999999999998,0.000616,img_0_0_1542099302912358900.png,img_0_3_1542099302913693300.png,img_0_5_1542099302914656200.png
23,23,1542099322673,1.625423,-2.422848,-0.038781,0.999936,-0.0,0.0,0.011274,-0.882711,-0.125618,-9.815022,8.7e-05,-8.7e-05,0.405916,img_0_0_1542099322802822000.png,img_0_3_1542099322804212600.png,img_0_5_1542099322806366000.png
24,24,1542099341673,-0.439991,-0.642676,-0.038781,0.321741,0.0,-0.0,-0.946828,0.000769,-0.005893,-9.806643,3.8e-05,-0.000114,0.002251,img_0_0_1542099341777847600.png,img_0_3_1542099341779298300.png,img_0_5_1542099341780370100.png
25,25,1542099347673,-1.687684,-1.823573,-0.038781,0.443697,0.0,-0.0,-0.896177,0.00338,0.001567,-9.807356,-3.3e-05,-0.000226,-0.003897,img_0_0_1542099347977352600.png,img_0_3_1542099347979768200.png,img_0_5_1542099347981599800.png
26,26,1542099351673,-2.294151,-2.619398,-0.038781,0.992391,0.0,-0.0,-0.123129,-0.082131,0.896695,-9.802979,1.9e-05,-6.4e-05,-4.443887,img_0_0_1542099351874224500.png,img_0_3_1542099351876107500.png,img_0_5_1542099351877071400.png
27,27,1542099352673,-2.090231,-2.8392,-0.038781,0.920737,0.0,-0.0,-0.390183,-0.004789,0.002052,-9.806121,9.3e-05,-0.000173,0.384009,img_0_0_1542099352894594600.png,img_0_3_1542099352896007200.png,img_0_5_1542099352896978300.png
28,28,1542099355673,-2.05213,-2.702643,-0.038781,0.994843,-0.0,0.0,0.10143,-0.243998,-0.8573719999999999,-9.80383,0.000191,-0.000183,3.65775,img_0_0_1542099355776457700.png,img_0_3_1542099355777973500.png,img_0_5_1542099355778923100.png
29,29,1542099382673,-0.012756,-0.106345,-0.038781,0.996151,0.0,-0.0,-0.08765,0.001234,-0.003339,-9.805749,-0.000268,0.000105,0.002317,img_0_0_1542099382912855500.png,img_0_3_1542099382914249500.png,img_0_5_1542099382915361500.png
30,30,1542099383673,0.282587,-0.15876400000000002,-0.038781,0.996146,0.0,-0.0,-0.087712,0.00504,0.0012109999999999998,-9.806705,0.00026000000000000003,-3e-06,0.000215,img_0_0_1542099383981316000.png,img_0_3_1542099383984347900.png,img_0_5_1542099383987037400.png
31,31,1542099386673,1.173416,-0.316872,-0.038781,0.996146,0.0,-0.0,-0.087715,-0.003674,-0.00173,-9.801203999999998,8.8e-05,9.1e-05,-0.000134,img_0_0_1542099386942684600.png,img_0_3_1542099386944566000.png,img_0_5_1542099386945595700.png
32,32,1542099397673,0.907695,-0.377913,-0.038781,0.191956,0.0,-0.0,-0.981403,0.003899,0.007386,-9.807612,-4.4e-05,0.000205,0.007339,img_0_0_1542099397786004200.png,img_0_3_1542099397787269800.png,img_0_5_1542099397788227500.png
33,33,1542099401673,-0.206172,-0.8304389999999999,-0.038781,0.191753,0.0,-0.0,-0.981443,0.000612,-0.0026260000000000003,-9.807117,0.000128,-3e-05,9.8e-05,img_0_0_1542099401809169600.png,img_0_3_1542099401810443500.png,img_0_5_1542099401812086400.png
34,34,1542099409673,-1.877679,-2.299651,-0.038781,0.498688,0.0,-0.0,-0.8667809999999999,-0.009156,0.003942,-9.804769,-1.6e-05,0.000196,0.000334,img_0_0_1542099409820459400.png,img_0_3_1542099409822031900.png,img_0_5_1542099409823028600.png
35,35,1542099410673,-2.028633,-2.559294,-0.038781,0.4986890000000001,0.0,-0.0,-0.8667809999999999,-0.003557,0.009881,-9.805657,8.6e-05,-8.2e-05,5.400000000000001e-05,img_0_0_1542099410802328600.png,img_0_3_1542099410803791100.png,img_0_5_1542099410804771900.png
36,36,1542099412673,-2.1040650000000003,-2.533937,-0.038781,0.808271,-0.0,0.0,0.588811,0.759238,0.483081,-9.808545,0.00036,0.00024900000000000004,-3.357471,img_0_0_1542099412790157700.png,img_0_3_1542099412793330500.png,img_0_5_1542099412795415100.png
37,37,1542099422673,-2.602764,-3.60045,-0.038781,0.982971,0.0,-0.0,-0.18376,-0.000718,-0.001371,-9.811165,5.9e-05,0.00013700000000000002,-1.521613,img_0_0_1542099422970202100.png,img_0_3_1542099422972569800.png,img_0_5_1542099422976676600.png
38,38,1542099427673,-2.556613,-2.542757,-0.038781,0.6756800000000001,-0.0,0.0,0.7371949999999999,-0.004984000000000001,-0.001263,-9.808026,5.600000000000001e-05,0.000155,-0.015908000000000002,img_0_0_1542099427859491700.png,img_0_3_1542099427861011800.png,img_0_5_1542099427862046500.png
39,39,1542099429673,-2.609492,-1.942801,-0.038781,0.675354,-0.0,0.0,0.737494,-0.000646,-0.002723,-9.806334,-1e-05,-2.7e-05,4.5e-05,img_0_0_1542099429982012000.png,img_0_3_1542099429984381800.png,img_0_5_1542099429986207800.png
40,40,1542099431673,-2.330568,-1.937307,-0.038781,0.988953,0.0,-0.0,-0.148231,0.00449,0.008481,-9.801355,-0.000238,-0.00013000000000000002,0.318156,img_0_0_1542099432009413300.png,img_0_3_1542099432011654600.png,img_0_5_1542099432013550400.png
41,41,1542099433673,-2.275943,-1.851375,-0.038781,0.514041,-0.0,0.0,0.857765,0.635225,0.621038,-9.808465,-4e-05,-0.000168,-4.69762,img_0_0_1542099433900395200.png,img_0_3_1542099433901772900.png,img_0_5_1542099433902815900.png
42,42,1542099434673,-2.478575,-1.631268,-0.038781,0.405967,-0.0,0.0,0.913888,0.000531,0.002423,-9.805306,0.000172,0.000242,-0.168596,img_0_0_1542099434913071400.png,img_0_3_1542099434914686500.png,img_0_5_1542099434915723900.png
43,43,1542099471673,0.6767449999999999,-0.011396,-0.038781,0.992618,0.0,-0.0,-0.121284,0.006321,0.004848,-9.81359,0.000201,-0.000297,0.14033199999999998,img_0_0_1542099471926737000.png,img_0_3_1542099471929365400.png,img_0_5_1542099471931319300.png
44,44,1542099472673,0.969998,-0.086476,-0.038781,0.992174,0.0,-0.0,-0.124865,-0.000464,-0.00218,-9.809872,-1e-06,8.6e-05,0.0048460000000000005,img_0_0_1542099472902784000.png,img_0_3_1542099472905215000.png,img_0_5_1542099472907055800.png
45,45,1542099481673,2.3983,0.431121,-0.038781,0.6003970000000001,0.0,-0.0,-0.799702,-0.00034700000000000003,0.003336,-9.80221,4.2e-05,-2.5e-05,-0.714902,img_0_0_1542099481787174200.png,img_0_3_1542099481788628900.png,img_0_5_1542099481789724400.png
46,46,1542099515673,-1.832414,-1.30837,-0.038781,0.731712,-0.0,0.0,0.681614,-0.0014210000000000002,0.003076,-9.806834,6.2e-05,9.2e-05,4.2e-05,img_0_0_1542099515964909800.png,img_0_3_1542099515966522400.png,img_0_5_1542099515967586000.png
47,47,1542099523673,-1.984659,-1.4954610000000002,-0.038781,0.967907,-0.0,0.0,0.251307,0.0017690000000000004,0.004231,-9.800606,-0.000236,1.5e-05,-0.019327,img_0_0_1542099524094217800.png,img_0_3_1542099524096518200.png,img_0_5_1542099524098379600.png
48,48,1542099524673,-1.720631,-1.348086,-0.038781,0.967781,-0.0,0.0,0.251793,0.001935,0.005677000000000001,-9.809355,0.000266,-3.5e-05,-0.000503,img_0_0_1542099525092918800.png,img_0_3_1542099525095281400.png,img_0_5_1542099525097173100.png
49,49,1542099537673,-0.379827,-0.676552,-0.038781,0.964525,-0.0,0.0,0.263991,0.003746,0.00096,-9.808859,8.6e-05,-0.000228,-0.048924,img_0_0_1542099537786092100.png,img_0_3_1542099537787775600.png,img_0_5_1542099537788827400.png
50,50,1542099559673,2.123816,-2.10514,-0.038781,0.733015,0.0,-0.0,-0.680212,0.000541,-0.000772,-9.802884,-0.000126,-0.000161,1.063818,img_0_0_1542099559830474800.png,img_0_3_1542099559831952200.png,img_0_5_1542099559833064500.png
51,51,1542099573673,1.524661,-2.446288,-0.038781,0.937956,-0.0,0.0,0.346754,-0.009509,-0.000696,-9.802065,0.000107,0.000108,7.5e-05,img_0_0_1542099573918885800.png,img_0_3_1542099573920349800.png,img_0_5_1542099573921961500.png
52,52,1542099575673,1.632303,-2.33724,-0.038781,0.7652760000000001,0.0,-0.0,-0.643702,0.00117,0.004454,-9.81177,0.000246,0.000286,0.602993,img_0_0_1542099575943660800.png,img_0_3_1542099575945826000.png,img_0_5_1542099575946842800.png
53,53,1542099585673,0.8287899999999999,-1.195936,-0.038781,0.033652,-0.0,0.0,0.999434,0.002845,0.009578,-9.81069,-0.000121,4.1e-05,-0.006239,img_0_0_1542099585990919600.png,img_0_3_1542099585992272600.png,img_0_5_1542099585993335600.png
54,54,1542099589673,-0.377228,-1.11506,-0.038781,0.033475,-0.0,0.0,0.99944,-0.001153,0.001255,-9.805386,3.9e-05,-7.000000000000002e-06,0.000323,img_0_0_1542099590118480800.png,img_0_3_1542099590121205800.png,img_0_5_1542099590123206500.png
55,55,1542099590673,-0.677084,-1.094951,-0.038781,0.033475,-0.0,0.0,0.99944,0.000126,-0.009209,-9.809805,0.00014099999999999998,-8.8e-05,-5.8e-05,img_0_0_1542099590958299600.png,img_0_3_1542099590960787600.png,img_0_5_1542099590962798600.png
56,56,1542099591673,-0.977264,-1.0748209999999998,-0.038781,0.033475,-0.0,0.0,0.99944,0.005128,0.001964,-9.81168,-3.1e-05,0.000285,6.7e-05,img_0_0_1542099592017656700.png,img_0_3_1542099592019186000.png,img_0_5_1542099592020201300.png
57,57,1542099603673,0.448686,0.674401,-0.038781,0.992739,-0.0,0.0,0.120286,0.065486,0.096541,-9.806035,0.000273,-0.00028,-0.234493,img_0_0_1542099603944944500.png,img_0_3_1542099603946270700.png,img_0_5_1542099603947226300.png
58,58,1542099613673,0.6577609999999999,0.020993,-0.038781,0.992962,0.0,-0.0,-0.118436,-0.089043,0.8863639999999999,-9.804975,-2.9e-05,-0.000294,-4.380766,img_0_0_1542099613918728500.png,img_0_3_1542099613921137900.png,img_0_5_1542099613923029600.png
59,59,1542099636673,1.283089,-3.3857690000000003,-0.038781,0.950757,0.0,-0.0,-0.309937,0.000927,0.001806,-9.811277,-0.000115,-0.00028,-0.000205,img_0_0_1542099636808767200.png,img_0_3_1542099636810308300.png,img_0_5_1542099636811367300.png
60,60,1542099645673,2.303856,-3.352728,-0.038781,0.998409,-0.0,0.0,0.056392,-2.8000000000000006e-05,0.002759,-9.802579,2.6e-05,4e-05,-6e-05,img_0_0_1542099645866157400.png,img_0_3_1542099645867914000.png,img_0_5_1542099645868911800.png
61,61,1542099653673,1.889102,-2.193752,-0.038781,0.594689,-0.0,0.0,0.803956,-0.001917,0.004229999999999999,-9.798743,-0.000176,-3e-05,-0.000218,img_0_0_1542099654016617800.png,img_0_3_1542099654019036400.png,img_0_5_1542099654020941600.png
62,62,1542099660673,0.591367,-0.8935770000000001,-0.038781,0.17732699999999998,-0.0,0.0,0.984152,-0.004232,0.004393,-9.800621,5.5e-05,5.600000000000001e-05,-0.000282,img_0_0_1542099661030262900.png,img_0_3_1542099661031510000.png,img_0_5_1542099661032461600.png
63,63,1542099663673,-0.255025,-0.57834,-0.038781,0.177323,-0.0,0.0,0.984153,-0.001029,0.001916,-9.807556,0.00034700000000000003,9.8e-05,-6e-06,img_0_0_1542099663994408000.png,img_0_3_1542099663995701800.png,img_0_5_1542099663996633900.png
64,64,1542099689673,-0.4241680000000001,-0.67653,-0.038781,0.30396,0.0,-0.0,-0.952685,0.001718,0.005244,-9.800986,0.000104,9.1e-05,-7.099999999999999e-05,img_0_0_1542099689794836200.png,img_0_3_1542099689796228200.png,img_0_5_1542099689797813600.png
65,65,1542099693673,-1.366439,-1.41482,-0.038781,0.416106,0.0,-0.0,-0.909316,0.011027,-0.001043,-9.808033,7.7e-05,-0.000383,-0.327366,img_0_0_1542099694075692200.png,img_0_3_1542099694078140200.png,img_0_5_1542099694080036000.png
66,66,1542099701673,-1.45896,-1.912376,-0.038781,0.8086479999999999,0.0,-0.0,-0.588292,0.000586,-0.005041,-9.801369,-2.1e-05,0.000492,0.008376999999999999,img_0_0_1542099701956078800.png,img_0_3_1542099701957859100.png,img_0_5_1542099701959265000.png
67,67,1542099706673,-0.8888290000000001,-3.016967,-0.038781,0.911944,0.0,-0.0,-0.410314,0.00629,0.005388,-9.809351,-0.000168,-1.3e-05,-0.029036000000000006,img_0_0_1542099706924466500.png,img_0_3_1542099706926969300.png,img_0_5_1542099706928982400.png
68,68,1542099724673,-1.321351,-1.441804,-0.038781,0.7071109999999999,-0.0,0.0,0.7071029999999999,-0.002655,0.00035800000000000003,-9.810418,3.4e-05,0.000292,3.5e-05,img_0_0_1542099724815645300.png,img_0_3_1542099724819651300.png,img_0_5_1542099724820922000.png
69,69,1542099730673,-0.036183,-0.704333,-0.038781,0.999733,-0.0,0.0,0.023117,-0.857721,-0.256147,-9.80042,7e-05,-0.00011,0.853057,img_0_0_1542099731004397200.png,img_0_3_1542099731006842000.png,img_0_5_1542099731009792600.png
70,70,1542099743673,2.471059,0.389598,-0.038781,0.901558,-0.0,0.0,0.432658,0.001349,0.0042840000000000005,-9.808225,-9.3e-05,0.000237,0.047339,img_0_0_1542099744036599700.png,img_0_3_1542099744038890900.png,img_0_5_1542099744040753900.png
71,71,1542099752673,1.56581,0.402598,-0.038781,0.427072,0.0,-0.0,-0.904217,-0.000404,-0.002438,-9.806161,-3.5e-05,0.000335,0.059591,img_0_0_1542099752990151600.png,img_0_3_1542099752991751300.png,img_0_5_1542099752992921300.png
72,72,1542099760673,0.051536,0.339324,-0.038781,0.988539,-0.0,0.0,0.15096600000000002,0.237198,-0.848242,-9.808789,-7.3e-05,-0.000379,5.507314,img_0_0_1542099760776429300.png,img_0_3_1542099760777914500.png,img_0_5_1542099760778902500.png
73,73,1542099770673,1.997697,-1.815549,-0.038781,0.898748,0.0,-0.0,-0.438466,-0.002272,0.004777,-9.807366,7e-05,-0.000189,0.002083,img_0_0_1542099770969010500.png,img_0_3_1542099770970484300.png,img_0_5_1542099770971590000.png
74,74,1542099779673,2.278873,-2.166152,-0.038781,0.996348,0.0,-0.0,-0.08539,-0.436199,0.769162,-9.804804,7.7e-05,4.6e-05,-3.115537,img_0_0_1542099779800649600.png,img_0_3_1542099779802066900.png,img_0_5_1542099779803075500.png
75,75,1542099793673,0.017819,-0.229921,-0.038781,0.993428,0.0,-0.0,-0.11446,-0.176282,0.8773290000000001,-9.806944,0.000126,0.000288,-4.129746,img_0_0_1542099793778091300.png,img_0_3_1542099793779533700.png,img_0_5_1542099793780521800.png
76,76,1542099821673,-2.064816,-0.03856,-0.038781,0.120196,-0.0,0.0,0.99275,0.517722,0.7287939999999999,-9.803759,6.1e-05,7.900000000000001e-05,-5.827123,img_0_0_1542099822016906700.png,img_0_3_1542099822019333000.png,img_0_5_1542099822021246400.png
77,77,1542099835673,-1.515259,-2.010322,-0.038781,0.843024,0.0,-0.0,-0.537876,0.005392,0.003663000000000001,-9.809845,0.000113,0.000351,1.6e-05,img_0_0_1542099835903608600.png,img_0_3_1542099835905127100.png,img_0_5_1542099835906161900.png
78,78,1542099843673,0.1456,-3.3544620000000003,-0.038781,0.991289,0.0,-0.0,-0.131707,-0.000916,0.008241,-9.806492,3e-06,8.2e-05,-6.7e-05,img_0_0_1542099843908282400.png,img_0_3_1542099843909854400.png,img_0_5_1542099843910774000.png
79,79,1542099847673,1.080243,-3.514641000000001,-0.038781,0.96199,-0.0,0.0,0.273084,-0.002511,0.000292,-9.808855,-4e-05,-9.1e-05,-0.176051,img_0_0_1542099847948409700.png,img_0_3_1542099847950360500.png,img_0_5_1542099847952211600.png
80,80,1542099849673,1.413726,-3.139237,-0.038781,0.990553,-0.0,0.0,0.13713,-0.005679,-0.001159,-9.795732,0.000109,-0.000218,-0.006843000000000001,img_0_0_1542099849947494100.png,img_0_3_1542099849948908300.png,img_0_5_1542099849949944100.png
81,81,1542099850673,1.568211,-3.012566,-0.038781,0.952231,-0.0,0.0,0.30537800000000004,0.875906,0.17861,-9.810387,-0.00014,-6.8e-05,-1.190244,img_0_0_1542099850949782200.png,img_0_3_1542099850951286900.png,img_0_5_1542099850952506700.png
82,82,1542099852673,1.877118,-2.759277,-0.038781,0.999274,-0.0,0.0,0.038101,-0.808789,-0.403655,-9.811026,8.9e-05,-5.2e-05,1.372209,img_0_0_1542099852978049700.png,img_0_3_1542099852980897100.png,img_0_5_1542099852982164700.png
83,83,1542099864673,2.621818,-0.0205,-0.038781,0.976557,-0.0,0.0,0.21526,-0.0033060000000000003,0.001182,-9.814056,0.000203,0.00017,-0.032274000000000004,img_0_0_1542099865035412800.png,img_0_3_1542099865036692800.png,img_0_5_1542099865037630500.png
84,84,1542099867673,2.3051470000000003,-0.6438649999999999,-0.038781,0.5234340000000001,0.0,-0.0,-0.852066,0.000254,-0.005618,-9.811973,4e-06,-0.00035800000000000003,0.018033,img_0_0_1542099867927783600.png,img_0_3_1542099867930075900.png,img_0_5_1542099867932147000.png
85,85,1542099872673,1.929043,-2.076268,-0.038781,0.629955,0.0,-0.0,-0.776632,0.004289,-0.005969,-9.804802,5.2e-05,2.8000000000000006e-05,0.00022,img_0_0_1542099872905978900.png,img_0_3_1542099872908298900.png,img_0_5_1542099872910174700.png
86,86,1542099876673,1.680683,-3.254185,-0.038781,0.6299560000000001,0.0,-0.0,-0.7766310000000001,-0.000229,0.008328,-9.806985,0.000198,1.7e-05,0.000116,img_0_0_1542099876789630900.png,img_0_3_1542099876791297900.png,img_0_5_1542099876792598500.png
87,87,1542099879673,1.69156,-3.3541300000000005,-0.038781,1.0,0.0,-0.0,-0.000701,0.004283,0.006249,-9.807645,0.000238,6.7e-05,-0.025328,img_0_0_1542099879797656800.png,img_0_3_1542099879799102400.png,img_0_5_1542099879800098100.png
88,88,1542099882673,1.663362,-2.4525900000000003,-0.038781,0.695994,-0.0,0.0,0.7180479999999999,0.006221,0.001359,-9.80193,0.000177,5.9e-05,-0.001418,img_0_0_1542099882775282000.png,img_0_3_1542099882776686900.png,img_0_5_1542099882777671800.png
89,89,1542099885673,1.6351129999999998,-1.549426,-0.038781,0.695966,-0.0,0.0,0.718075,0.000156,0.000349,-9.80289,-1.2e-05,0.000197,0.000108,img_0_0_1542099885907108300.png,img_0_3_1542099885909448800.png,img_0_5_1542099885911397600.png
90,90,1542099923673,0.865712,-0.96412,-0.038781,0.980667,0.0,-0.0,-0.195685,0.004866,0.002208,-9.803595,-6.9e-05,5.2e-05,0.074138,img_0_0_1542099923909700200.png,img_0_3_1542099923911247000.png,img_0_5_1542099923912217500.png
91,91,1542099930673,1.938253,-2.402872,-0.038781,0.800114,0.0,-0.0,-0.599847,-0.004516,-0.001813,-9.804605,8e-05,8e-06,8e-06,img_0_0_1542099930954631800.png,img_0_3_1542099930956054700.png,img_0_5_1542099930956991400.png
92,92,1542099945673,1.750053,-0.842585,-0.038781,0.735032,-0.0,0.0,0.678032,0.004522,0.004429,-9.802087,7.4e-05,4.5e-05,0.00019,img_0_0_1542099945781564300.png,img_0_3_1542099945783151700.png,img_0_5_1542099945784238900.png
93,93,1542099946673,1.774545,-0.539495,-0.038781,0.735032,-0.0,0.0,0.678032,-0.004877,0.007222,-9.806799,0.000224,-2.6e-05,-0.000122,img_0_0_1542099946781016900.png,img_0_3_1542099946782457700.png,img_0_5_1542099946783550100.png
94,94,1542099947673,1.790655,-0.340125,-0.038781,0.970265,-0.0,0.0,0.242043,0.001248,0.002193,-9.803943,9.9e-05,-6e-05,0.000273,img_0_0_1542099947898617100.png,img_0_3_1542099947901043000.png,img_0_5_1542099947902942900.png
95,95,1542099963673,0.299059,-0.8593350000000001,-0.038781,0.299082,0.0,-0.0,-0.954227,0.584629,-0.6703140000000001,-9.809017,0.000201,1.5e-05,5.198143,img_0_0_1542099963940445900.png,img_0_3_1542099963942858300.png,img_0_5_1542099963944718200.png
96,96,1542099983673,-1.21886,-0.568088,-0.038781,0.987536,-0.0,0.0,0.157394,0.000535,0.005235,-9.810274,0.000268,-0.000277,0.000314,img_0_0_1542099983936412100.png,img_0_3_1542099983937933200.png,img_0_5_1542099983938839000.png
97,97,1542099984673,-0.930258,-0.473694,-0.038781,0.987536,-0.0,0.0,0.157395,-0.005738,0.001178,-9.807143,0.000304,-7.000000000000002e-06,5.8e-05,img_0_0_1542099984954805500.png,img_0_3_1542099984956286000.png,img_0_5_1542099984957291000.png
98,98,1542100037674,-2.108816,-1.211081,-0.038781,0.7668590000000001,-0.0,0.0,0.6418159999999999,-0.0007509999999999999,-0.003598,-9.810328,8.8e-05,-0.000359,-0.026299,img_0_0_1542100037949762700.png,img_0_3_1542100037952348400.png,img_0_5_1542100037954444700.png
99,99,1542100038674,-2.091271,-1.112218,-0.038781,0.997081,-0.0,0.0,0.076352,-0.521993,-0.714843,-9.810725,0.000367,0.000114,2.789364,img_0_0_1542100038779506600.png,img_0_3_1542100038780985000.png,img_0_5_1542100038781994500.png
100,100,1542100050674,-0.889699,-3.496149,-0.038781,0.700941,-0.0,0.0,0.7132189999999999,0.0030800000000000003,0.004337,-9.805305,-1.9e-05,-8e-06,-0.768312,img_0_0_1542100050794327300.png,img_0_3_1542100050795713100.png,img_0_5_1542100050797086200.png
101,101,1542100051674,-1.119946,-3.304034,-0.038781,0.355532,-0.0,0.0,0.934664,-0.004738,-0.004436,-9.806046,-6.8e-05,-5.2e-05,-0.571912,img_0_0_1542100051816449200.png,img_0_3_1542100051817749200.png,img_0_5_1542100051818772200.png
